,Review_Text,Pred
265,"Chat section is awful...very bad

Ordered aloo tikki chat...dahi tikki chat...and papdi chat.....got messy papdi and spoild food.

Taste was very bad...shitty

It was like cheating...a customer who paid u..",1.0
266,"Not worth the hype created, the service is not worth the cost. Many dishes from the menu was not available saying we're not serving Indian food. When ordered cold drink they gave 500ml bottle and paper cup, for a restaurant of this level you expect proper glasses for drinks. The taste was okay but the rice quality was not what i get in paradise or other biryani place.
My first Mandi experience in Hyderabad was not good.",4.0
267,Best and famous for its bakery products. Nice collection of cakes for any events. Must try icecream cakes and pastries. If you are in Hyderabad its a must place yo visit.,5.0
268,excellent,5.0
269,Shanghai Chef has always been the place to go for Chinese fast food. They have a good choice of menu and the food is great. I highly recommend having the crab fried rice and the diced chicken in oriental sauce. America’s chopsuey is equally tasty.,5.0
270,"Amazing place with historical collection , collected from Rajasthan.
Staff are so cooperative and Goody Foody is so so so tasty ....

Asian food k deewano must go n try ..

Before ordering make sure you check with staff ingredients used in Japanese / Chinese food.",5.0
271,"“All four elements were happening in equal measure - the cuisine, the wine, the service, and the overall ambience. It taught me that dining could happen at a spiritual level.” #food #foodporn #instagood #love #photooftheday #foodie #follow #picoftheday #instafood #amazing #smile #style #instadaily #followme #like4like #instalike #girl #foodstagram #foodgasm #fashion #yummy #igers #art #friends #swag #fun #bestoftheday #follow4follow #foodphotography #tweegram",3.0
272,"When I entered the place I was impressed with the interiors and how huge the place was. What I really liked about the place was that it has a good veg menu as well. We had ordered for a Mac n Cheese Steak. I felt all the items on the plate were dry items be it the grilled vegetables or the Patty or The Pulao Rice, there should’ve been some kind of gravy or dip with these items or else the dish tasted good. We had also ordered for a Spaghetti Aglio Olio. So the Spaghetti that they serve here is wheat spaghetti we didn’t really like how it tasted. When we informed the management about the Spaghetti, they immediately changed it with Spinach Ravioli. The Ravioli tasted really nice, the rich garlic flavour of this dish with pine nuts was a perfect blend.

Over all the experience was a really nice. Definitely a must visit.",5.0
273,"The Lime Restaurant served us catering for our house warming & My Daughter Birthday since Last 3 year in row Now . Could'nt Find a replacement for them who can better served us

then them for our parties .Every time they came out of box . Amazing Hospitality ,very well Professional staff . Raj The Lime manager is very professional & friendly who understood our requirement very well . And
present us more then what we expected . Food was really tasty ,right level of spice was used ,it was presented so well . All of our Guest Liked it . I would Highly recommend them for Catering services .",5.0
274,Great delivery.,5.0
275,"Horrible food... The noodles and the so called starter which basically was gobi fried to death looked and tasted like they were living in oil well all their life and had come out for once to give me the scare of my life..

Bland horrible highly unhealthy trash
Never eat here
Worst experience

Wish there was a negative starring system",1.0
276,Good thali spread for Ugadi. The taste and overall experience was good. Service was slow for non thali orders and had to ask multiple times to refill dal and Sambhar in the thali,5.0
277,"very good service and guy who deliverd was very professional , thanks !!!",5.0
278,"Serveing is too good... suvendu, shair are too good in serving and coming to the food its good ..... lemon chicken and crispy corn are too good.",2.0
279,"Hello...
The ambience is amazing..and the food is awesome...
But this friday i literally came for Dj Asif Iqbal...
But it was an utter disappointment...he was Not there...some other dj was there..To be rather frank..i come to this club coz of Asif's music.It is so mesmerising...We missed him..
What a talent..
He is a rockstar
Where is ASIF IQBAL..
Hoping to see him this coming Friday...",3.0
280,This was my first visit to Marriott executive apartments Hyderabad and Here I got one of the best food I ever ate and the service provided was amazing. I Would truly thank chef Amit from Mazzo for the wonderful experience and would surely come back soon..,5.0
281,Cream stone is the best hangout place when it comes to late-night drives . Only issue is the place can become a bit crowded and order takes a bit extra time to come,5.0
282,We've been to this place as an office team outing in the afternoon. They let us play DJ for ourselves though it was afternoon. We had lots of fun and had a great time. The place was very nice and food as well. Thanks!,4.0
283,Nice place..good ambiance..super friendly and helpful staff. Nilok das is the best staff among all..he will understand your needs and suggest food accordingly.,5.0
284,No salt in food,1.0
285,Nice place to go for a casual snacks and smoothies. Rate is slightly higher but the food quality is okay. Dinning space is very good. One can seat outside watch the road and enjoy the food as well,4.0
286,"went to this place for lunch buffet its quit busy, its small place with good ambiance and food.can give it a try once for sure.

service 4/5.
Ambiance 4/5.
service 4/5.",4.0
287,not received my order fuck off,1.0
288,"Food arrived wonderfully packed.  I ordered an omelette for breakfast and in the tray were also some beans, small portions of bread, potato wedges and roasted tomatoes.  A very pleasant eating experience - though the omelette and sides were slightly cold upon arrival.  I might add - for 160 rupees including delivery - the meal was an exceptional value.",3.0
289,"Amazing place. Spent a lovely evening here. the apple pie is really good, a must try. Korean waffles are nice too. Nice food, great ambience and great service. 😄",5.0
290,Bad experience.. Food is fine but their AC is not working and staff says this is out of their control. We were sweating. Didn't expected this from such reputed restaurant.,1.0
291,"KS Bakers stick to the tried and tested spread of options - pastries and quick snacks. They have a wide variety of baked pastries and burgers along with cakes too.

Their space in Gachibowli is quite roomy yet simple. On the whole, a must visit if you want to receive quick service and decent food.",4.0
292,"Excellent restaurant and serving
The taste Is very good and the celebration they make are memorable and I like the most recipes the packages are good",5.0
293,The taste of the food is good. The varieties as well are many. They can work on the ambience of the restaurant. Service was pretty fast. Overall if you are a fan of biryani. You can visit it as many times as you can.,5.0
294,"Good ambience both sitting in or in open terrace. Food is okaish, as it doesn't justify the cost of items but some items tastes good.
Good place to go on a date, if you wanna sit outside when weather is in your favour, but great place to hang out with friends with indoor sitting",4.0
295,Chicken inside the Shawarma got spoiled and smelling too.. Once opened it and was smelling spoiled.. Before ordering only I thought they might use left off chicken as this is afternoon time... But due to the trust on shah Ghouse ordered it.. And initially shawarma quality use to be very good and now full of mayonnaise and and no dry fruits added to it.. I last order I thought it was by mistake he forgot but even yesterday I ordered shawarma and he repeated the same.. Food quality In shah Ghouse getting bad day by day,1.0
296,"Entering in to it from parking is something like finding a treasure hunt ;)
besides nice place to hangout, ambiance is great and view from it is nice",5.0
297,"Have been twice to this place. One of the rare places in Hyderabad, where you can have good vegetarian food. Ambiance is also good. Some of the starters have good representation.",5.0
298,Taste was pathetic....I didn't like it.... Roadside ice cream would be better than this.,2.0
299,"Service was very good , specially Titu was good at service. Hope to visit this place soon.

Good ambience , well served and great place . Must visit.",5.0
300,Place when you want to hangout for a chai with your loved one on a lazy day !! They serve fantastic Chai which goes well with Karachi’s large variety of biscuits 🍪,5.0
301,Good place to enjoy the music with food and decent drinks.It's a bit crowded but what's fun without the crowd :D Been here many times never disappoints me except for the fact that they keep asking for my ID .Place where you don't need a plus one in Hyderabad especially.,4.0
302,Superb place. cool place to hangout.. having both terrace seating and indoor seating separate room for Dance floor makes this place unique .. great ambience .. brewed beer was also good.. decent and limited crowd. table booking is highly recommended.,4.0
303,Nice staff food is good and tasty....ambience is good..service is good and staff is very polite with customers......overall food is great woowwwwwww,5.0
304,good,5.0
305,I have taken a pineapple marble cake here. It's really good in taste and design. I recommended to everyone worth buying here. Good prices also.,5.0
306,"This is my 2nd visit to Sheraton, first time I had dinner at link, 2nd time I had Dinner at feast restaurant, I like the dal makhani it was very tasty,
Service was wonderful , I'm setting in a corner table , Mr. Dharmananda was very friendly person, he is doing a great job, I don't know about the feast buffet and live counter, in this time his explain all the buffet items and prices, and his given to a pizza, it was very Testy, sorry for the late feedback Dharmananda, actually I'm a very busy person, anyway thanks , I'll visit next time with my family",5.0
307,Club Rogue is a nice place to hangout with friends and have a laid back beer on a weekday as well. The service is excellent. The menu has lots of options in veg as well as non veg. The DJ was excellent and we had the time of our lives dancing. The crowd was amazing. There are lots of options in drinks as well. Must visit.,5.0
308,"I had a really bad experience in Karachi cafe. I have visited this place with a lot of hope as the rating and the review are really good. Ordered only ginger tea, Irani tea, osmania biscuits but unfortunately we did not like anything they offered.

Even the tea was not good and the pricing is really high and I am not ok with paying rs. 75 for a bad cup of tea.

Sorry folks. You guys need to improve.",1.0
309,The ambience and service was very good. It was a good experience. Raza Ikrabul and Ritam served us well. Enjoyed team lunch at Indi grill. Both veg and non veg had good options.,5.0
310,"This is a gem of a place.. From the road, it looked like an old restaurant.. But the interiors are pretty good.. The staff was very welcoming.. Special mentions to 'Khan' and the person taking the orders.. 👍

We ordered schezwan chicken and corn palak roll for starters.. The Corn rolls were soo fresh.. It tasted amazing.. Chicken was spicy and nice too..

Veg white sauce pasta and chettinad chicken biryani for mains.. There was a lotttt of cheese in pasta.. Taste was on another level.. Biryani was spicy.. A little disappointed that the spice level dominated the flavor.. But rest of the items compensated for this..

I highly recommend this place.. Will definitely visit again and again.. 😄

Food - 6/7
Service - 7/7
Ambiance - 6/7",5.0
311,Worst experience especially at Gachibowli branch.No proper management. Food was not cooked properly. Food quality was worst and quantity was less and prices were huge.,1.0
312,Gautam's service is very good,5.0
313,A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen.,4.0
314,"We are very satisfied with the food and the service was excellent. ""We want our customers to be fully Satisfied"" said the chef and he meant it.",1.0
315,First time i ate non veg Maggie from this place. Test was good i prefer this place because its near to my office and its reasonable also .. good place for khatty,5.0
316,average very less piece's,2.0
317,"If there was an option of putting up 0 stars, I wouldn't have hesitated. Look at the kind of food they offer. I had ordered this 'Aloo Kulcha Combo' from this restaurant. A burnt kulcha, and not even a bowlful of Dal was served. The combo mentioned pickle as well, but that wasn't sent either. Despite complaining them with requisite proofs, no action was taken. TERRIBLE!",2.0
318,Chicken 65 not good because small and cooler red more and more . udjjsekjawigsjeisijueusoawjhssslbsksoegjsfak date s have hdaivdbskbduauhsjsjjskakskskskhdvdhsjs,2.0
319,Food is superb here. You can randomly choose any item from the menu and be assured that you will not regreat. Staffs in the restaurant are quite professional .,5.0
320,"Loved the place and loved the music. Amazing DJs great food and drinks. Not very expensive. Ambience is worth experiencing the sound, lights and the special effects was one of the best I have experienced. I have partied in many places in Mumbai however this place took it to the next level",5.0
321,"Been here through the years
It’s been so homely and great
I would be happy to come every week if possible
The prices are decent
Food is great
Alcohol is great
Music is not my kind though
Great going team",4.0
322,One of those little cafes that is as laid back as you want to be. The cold coffees and ice teas are pretty good. The ambience is pretty good too. Wish they had some board games or toys to keep little guests busy,5.0
323,"Loved the bakery.. they have bunch of bakery items to try along with pasta , pizza , sandwiches and soups.

Ambience and delivery time is just apt for an evening hangout place....
Things to try for sure : Carrot cake , Victoria cake , bagel and cream cheese",5.0
324,"Ordered potato wedges, and I found them very tasty and crispy🤗 served with salsa sauce and mayo, althought I beleive that packaging can be improved a lot.",2.0
325,"This place has quite a ambience to visit for 💯
But that's all you'll get at this place.
They have just two attendant in total to take your order and service time is very poor, I almost forgot I ordered something.
The taste is not worth the wait and the DJ makes it even more worse by his songs!
Ambience 👍
Food 👎
DJ 👎
Service 👎",1.0
326,Had a good time and best service...near place to come. Food is very tasty and good. Good good good food very nice restaurant. We would like to come over again and again thank you so much the tasty food,5.0
327,good delivery,5.0
328,"This place was recommended by a local friend after learning that I do not favor spicy biriyani. And I was thinking about trying hyderabadi biryani once again before I leave. Yes pista house lived up the expectation. Good packaging, prompt delivery, good taste..",4.0
329,Qutub Yasin - It was really an awesome experience with these guys. He was really friendly and we had a very good conversation him. I will come back hungry for more.,5.0
330,"Visited the place on a Saturday ! We had reservations made for 8pm and reached at around 8:20pm, only to receive a disapproving look by the lady and were told that it is difficult to hold a table this long! The entrance gave a deserted look and we were thinking why is this female so arrogant. Thereafter we got to know the real story as we moved towards the seating area. The place was well lit, with a posh ambience, perfect seating and tranquil yet charming environment. Really loved the idea of the hanging plants amidst the lights.
We ordered Lotus stem galauti kebab, kung paw chicken, teriyaki mushroom. The starters were delicious especially the chicken. Beware of the cocktail as you might be in for some surprises.
Ordered stir fried udon Noodles for main course. Although a bit oily, it was tasty, full of vegetables ! The dark brownie ordered as desert was mouth watering, the taste lingers.

The staff is courteous and the Vallet very kind and amazing person :)
All in all a good experience !",5.0
331,This place has decent ambience.m and good variety of food. They also have a great variety in dessert. Food is good and the best part is the location which is close to the tech space.,5.0
332,"This is an amazing place to hang out with your friends for a coffee.. their breads are amazing as they bake fresh everyday... I have a big craving for their Spinach Corn and Cheese toast and also for their cinnamon bomb... their donuts are really good specially the salted nuttela and the Elvis donuts.... don’t ever miss their Chennai filter coffee, over all a great place and very customer friendly.. just a small let down compared to their Chennai outlets they lack few items hopefully they get back the way how it is in Chennai... a must go place in Hyderabad..",4.0
333,"Pathetic!!! A group of 20 people from work visited this place, we didn't have great expectations, at the same time we didn't foresee a terrible experience that it eventually would turn out to be. Half of us were seated close to the glass facing the Gachibowli road, thanks to their incredible maintenance, the ac was so poor, we were all sweating profusely. We weren't served starters for atleast 40 minutes. The choice of plates and their maintenance is extremely poor to say the least. The food (starters, main course, desserts) tasted so bad that most of us were content just eating curd and ice cream. We will never be going back to this place.",1.0
334,"Nice place for traditional wings.....They are having different sauces....Sunny helped us with tasting and choosing the sauce, and nice service
Tried mocktails due to dry day.....Mango madness is really mad😋
Perfect place for sports lovers....",5.0
335,"Good food, drinks, best ambience and endless dance floor. Best pub in hyd. We had ajay to accompany and had the best experience. This is gonna survive long",5.0
336,"The place had too many mosquitos.
Food was served cold and was below average
Service was not upto the mark.
Ambience was good.
Not worth it.",5.0
337,"Best shawarma place in Hyderabad, quality and taste is too good. Eat to have best shawarma in Hyderabad, go to Shah house. Very rush during night time",5.0
338,Its in prime location of gachibowli ..I went several times and had all items .taste was good so am recommending to all ..go and have fun at low prices ...,4.0
339,"We ordered fruit exotica, it was worth the money. Had many fruits overloaded into it. Had many seasonal fruits along with other fruits. Can try this anytime.",1.0
340,"Mahesh, served us very well..Good service.3stars for Service and 2 for Food
Great varities of food.Great ambience.Varities of deserts. Play area for kids.Only disappointment was BISLERI 1ltr Mineral water charged 110/- when MRP is 20/- printed.",5.0
341,"As the name goes it is actually a Feast to have. Starting with the food, they have a lot of variety and everything is worth tasting at least. The variety of salads is different and delicious. The main course is really good and specially the Dal Makhani. And all my rating goes to the desserts. They are plenty and you can’t get over each and every item. Definitely a place to over eat .",4.0
342,"This place serves buffet for lunch..It is a value for money dine restaurant.Although they claim to be a Mediterranean resto,most of the items served were that of Indian..So , don't go by its name.The service is really good and the chef personally asks your preference and feedback. The complimentary starter can be improved..One thing I liked here is the option for vegetarians.Veg starters were plenty ,be it be live counter or the ones served at table.Cajun potato,corn , pineapple,paneer ,kebab are to name a few.All were good.They serve MOMO ,pasta,pizza too in the counters.
Main course was nice too and had good variety of curries.
Dessert spread was huge . Overall ,a good place.Hope they maintain the same variety at the same cost.",4.0
343,"Excellent service by Bahamas and Reheat... Quality of service is also excellent... Hospitality is marvelous and also the ambience, deserts and choose your bird sections are great.",5.0
344,Ordered paneer butter masala and naans.The curry had lot of food color and oil which is ok.But two naans weren't even equal to one naan in general...they were way too small,2.0
345,"Nice place to hang out casually. Wide selection of sauces and wing selection.
Syed, who waited our table was really nice and helpful.
Worth going to at least once.",5.0
346,"This place was in my bucket list since a very long time and my visit to this place is very random. I really liked the traditional ambience. The decor of the place is good. The service was very slow and the staff i felt were little confused.
So, pot pourri please look into that.
And about the food, we ordered Chilli egg, Pandumirchi royyala vepudu, Mamsam pulao, Nellore chepala pulusu with Tandoori naan. The quantity of the food was really good and the food was not different from home food.",5.0
347,Food is cold.. N not even tasty,2.0
348,Thank you so much for the excellent food.it tasted great. Price quality everything good. I ordered via zomato online app. Delivery package was also great.if there was a way if packaging more environment friendly that would be great,5.0
349,"Frankly speaking this is my 5th order and many more to come.
Hygeine-5/5
Taste-5/5
Quality-5/5
Very impressed with the out of box concept of a superfood served with all items. Keep it up!!",1.0
350,"Went for lunch along with my colleagues and ordered Salad, Lasagna, Chicken Pan Fried Noodles with Black Bean Sauce and Tiramisu.
Service was average standard, in terms of food the only thing I like was the Chicken Pan Fried Noodles as it had my favourite Black Bean Sauce.",2.0
351,Amazing ambience with amazing spicy chicken table and chicken 65 which is must try.Amazing food with amazing ambience.Really enjoyed a lot with friends and company,5.0
352,Best north indian food in town. The flavours were very well seasoned and we were very much satisfied with the reasonable pricing as well. Ordered naans and combos and it was given in fair quantity in relation to the prices. Would love to go again.,5.0
353,Good food!,5.0
354,"Bakery items in the bread section are tasty. Croissants, bagels etc. Muffins are dense in texture and the icing is overly sweet. Definitely can improve on those. Not recommended for strong coffee seekers. If you want coffee coloured sweet milk beverages, then you can give it a try.",3.0
355,mast,5.0
356,"Over the moon... Name is not matching with ambience. There is no roof top seating for this brewery. Outside seating was just average, atleast the same ambience can be in the second are third floor. Service was very quick and fast. Because there is no other brewery in surroundings we can visit to this place.",5.0
357,Super,5.0
358,"We booked for 40 people for an office party and it was a complete chaos. Some south indian festival was going on in the restaurant, so the expectations were little high but a complete let down. Firstly, they had not planned properly to manage 40 plus people. Some people who arrived first got the privilege of getting welcome drink and I arrived 10 mins late, and simply didn't get it. For starters also, some privileged ones got served with only few of the varieties as per the menu. Our of frustration, people started with main course and in between starters were being served. What a big mess it was. The complete team of 40 was disappointed.",1.0
359,Was too spicy,5.0
360,"Chicken Biryani is excellent one of the best Hyderabadi and Service is perfect, will visit again
Ambience is good and staff is very polite. Best place for a family outing",5.0
361,"Had very high expectations from this place given the great reviews it has got. However, in my opinion it is just over-hyped! Not so great. If you have been to any Theobroma outlet in Mumbai, you will realize how this place is full of shit. The brownies are very average. Tea loaf is worse. One word - Underwhelming.

Plus, rude staff!",1.0
362,"Been to this place plenty of times.
Ordered special rumali and khubus.
Falafel is also good
Very busy and
should wait for sometime for the order.
Parking is hectic.

Overall worth a try",5.0
363,"Natural maggi taste is missing, please don't add additional masala",3.0
364,"Went for lunch with friends...ala carte. Liked the ambience,though it was really far to get to!! We had the Caesar salad, which was fresh and could have used a bit more seasoning; Pizza arabiata-really nice, crust thin and ingredients fresh and tasty! Penne pasta-chicken was also good, though the chicken seemed dry. The best dish was Thai green curry vegetables which was served with a jasmine rice-the best ever flavours-a must try!! Now coming to the desserts- we had the philadelphia cheese cake baked-nice plating but cheesecake can be improved significantly. Creme brule was good--loved the crispy carmelized sugar crust.
There was a lot of crowd and it took us a long time to get our orders. Overall it was a nice experience, hope to have a better one next time.",5.0
365,good,5.0
366,"Visited this place today. Food is no doubt good but the service is awful. We had to wait more than 30 minutes for the food to be served, that too when we asked then they served. The staff was rude as well. Had to ask for every little thing. Even the basic services were very bad. Would suggest the owner to improve the staff and services.",1.0
367,"Best rooftop place in Hyderabad.
Dj was playing best songs, playing with the people
Nice place to enjoy your weekend.
Overall I am happy with the service and place.
Would recommend this to all my friends",5.0
368,"Nice ambience.
Hospitable staff.
Great food.

We had North Indian and Italian with a few drinks.

Everything was just awesome.

Really liked it.",5.0
369,"Food is amazing , had their English Lamb Panini , Butter Croissant and Elderflower Lemonade.
Ambience could be better ..
Service/staff is/are courteous..
Slightly expensive ..But definitely worth a visit for breakfast.
Their Sour Dough Breads are good too",5.0
370,"I have placed order for Mutton Haleem Special - 3 Qty and Biryani Rice - 1 Qty. Shah Ghouse and Zomoto together delivered shortage of Mutton Haleem Special - 1 Qty, informed to deliver executive while collecting parcel and reportes to Zomoto support. Zomoto team said that no response from Shah Ghouse regarding shortage delivery. Finall Zomoto also not confirmed anything and accepted refund only missed item value. Packing also very unhygienic. Totally upset with Shah Ghouse and Zomoto.",1.0
371,"Very good place but we need to wait so long for the food to deliver us they serve the customers very good response,we had murgh malai kabab and muuton briyani with our office colleagues very good in taste I like the grren chutney which they serve with malai kabab 🤩😛",5.0
372,"Completely disappointed. The staff was clearly reluctant to work.
The food was mediocre at best. We ordered sweet and sour chicken soup, chilli chicken , hakka noodles and all flavored chicken. Only the soup was lukewarm, everything else was cold. Nothing was made fresh.
We had to complaint to the manager about the same, who agreed with us but did nothing anyway. So we walked out without completing the lunch.
Thoroughly disappointing.
Ambience is the only saving grace for this place.

Food *
Ambience ****
Staff courtesy **",5.0
373,Good food but not very friendly customer service. The servers were way unfriendly. Overall average experience. Would request management to improve the quality of staff serving the food. Their attitude needs to improve.,5.0
374,"Ordered Mango Moon. The taste should have been proportional. It felt more like yoghurt and less mango.
It’s a problem with any Avanlanche base shake from Tempteys. Otherwise Gelato base shakes have always been good.",3.0
375,Very nice food and my family coming in restarent coming very nice sarvice very good food and very nice staters and mean course and staff is very nice sarvice and staff name Shekhar and santhu sarvice is very nice,5.0
376,"#NavratriFoodReview


Got a chance to review their Navratri special menu and chose their royal navratri meal which came in a neat packaging with Singhada ke aloo parantha,paneer makhanwala,sabudhana ki kheer,green tomato curry and curd. Best part was paneer makhanwala , it was perfect and exactly with no onions and garlic suitable for Navratri and then the rare and filling part was paratha 🎉 The meal is completely fills your stomach after a whole day of fasting! I rated it 4 because of spilling of oil and tomato which is a bit half cooked else everything was perfectly enroute deli ♥️


#enroutedeli",4.0
377,"A great place to hang out with your friends . One of the best pubs in the city . It’s a little highly priced but overall the ambience, music and food matches the bar. Great food and great music . Courteous staff and great service.",5.0
378,"Great taste, Nice quality, Affordable prices, Effective varities, plus Zomato on time delivery. I order here almost daily. Only problem with this place is Caution : you will get addicted for sure.",5.0
379,The waiters were very rude that the hotel is very busy...if you ask for starters and soups they say it will late order biryani🤨🤨...Inam shocked with their behaviour with customers,1.0
380,"The place and ambience was good.Only sour point was our waiter Kundan who told us to change places as soon as we were seated (maybe to accommodate his regular guests who tip him well).I had Zomato gold membership and showed him the same.Instead of taking a photo of the same,he started surfing the phone. When I objected,he denied checking the phone. Though the food and place was good,the waiter spoiled the mood just with his creepy attitude, which cost the two stars.",1.0
381,This is one of the best cafes around in the area with a wide variety of options on the menu. Singaporean chilli prawn and keema pav here are the always opt of in doubt! The ambience is also pretty cool and the service is impressive. A must visit place for hanging out.,5.0
382,"Been there for my friend's birthday. The non veg buffet was good . They have lot of varieties in veg, nog veg starters. I'll suggest this place to my friends for any celebration.",5.0
383,Sudhanshu has been a great host.. loved his service. Will come back only coz of him.. lovely service.. good food.. loved it.. thank you so much..,5.0
384,"Never go for potato krisper burger .. bad taste and these guys add imli chutney in it ... its taste like what the hell we are eating...
Never go for this",1.0
385,"This restaurant was too good in serving food - both quantity and quality wise. All the items we ordered were worth for money specially in terms of quantity. Ambience was good. We had starters -lemon and coriander chicken and haryali fish Tikka. Main course, chicken biryani and schezwan egg fried rice were our choice.

We got 2 of them as complimentary with GOLD.
starters were amazing - especially, fish was juicy with smoky flavor. Quantities of both chicken biryani full and fried rice was huge. Biryani can easily serve 3 for main course. Service was extra ordinary. Totally worth the GOLD visit. Looking forward to try other dishes here :)",2.0
386,"one of the best achari mutton. soft and properly marinated meat. the spices were properly grinded and cooked. the aroma of the food was so mesmerising that after a point we forgot to click the pics. zafrani mutton biryani here is a must for all the connoisseurs of good food. while other biryani joints also pretty good, but Pista House has a distinct place in Hyderabadi food map. the sitafal sweet suggest by our captain was awesome. staff was good especially Shahrukh with his distinct serving style. also bone soup is a must try.",5.0
387,"I and my friend went here to watch the IPL live screening and have some good time. One good thing was that they have 2+2 on drinks through Zomato gold. The food pretty decent too, but what I didn't like was that it didn't have good options in drinks, especially non-alcoholic. We eventually went for Masala coke as our second drink it turned out pretty bad. We asked them to exchange for another drink but they wouldn't take it back. Wasn't happy with the service.

Also the live music there wasn't great.",4.0
388,The burger ordered was hot,1.0
389,"Food :4
Service:4
Ambience:5

This is on the list for a long time and checked it off. Well it’s an Goan themed restaurant and they nailed the whole decor. Coming to food we went at 5:30 pm so not much of a choice in menu. So ordered fish fingers and chicken starter, both turned out good. Will definitely try again.",2.0
390,"Cool place to party with friends &family, good choice of sizzlers available, juice & smoothies also available, little more care will make them perfect, suggesting to place cabage leaves over sizzler plate to avoid colour change of lower level food, wash room at inconvenient place, found lot of delivery boys near counter.
I visited on 26th Feb for my daughters birthday dinner",5.0
391,"We ordered Paneer butter masala which was delicious, it had ample pieces of paneer and gravy was tasty too. +

Ordered Dal makhani too which was also good, but a bit oily.",4.0
392,"Every year I desparately wait to try their Haleem during Ramadan season.
Always knew about their Haleem and was surprised to taste their mughai range.

The food was delicious and quite easy on pockets. The place is divided into two sections, inside there is a private eating space good for families.

The quality and quantity of the food was satisfying.

The dessert range in the bakery section was yummy and delicious.

The staff was friendly and super-fast.

You definitely can try this one when you’re around this area be it for a quite bite or proper spread.",4.0
393,"Good lunch and buffet menu. Loved this place. Had been here a few times with my team for linch buffets.

So here goes my review:
Food:4/5
Ambience: 3/5
Service:4/5
Budget: 3/5",4.0
394,"This Place has only take aways, so I have ordered Red velvet Creme Cheese cake, and the Cake taste is lip smacking and everyone liked it. We even took a box of fresh brownies which are awfully tasty.

Only lacking thing is this place doesn't support customization of cakes. Prices are a bit high but they are worth it as the taste is good.",4.0
395,"Bunch of hypocrites. One cannot enter unless they have a girl beside them. One cannot enter unless they have shoes tied to their feet. One cannot enter unless their lower limbs are fully covered (for guys). We pay you to get us drunk,not to judge us based on our footwear and whom we tag along. You think someone without shoes can't behave or pay you the bill? Pathetic stereotypes.",1.0
396,Great taste and always have been consistent with the quality of the food been served. Zomato Gold members can enjoy 1+1 and its worth it for the price you pay and the quality of food they serve.,5.0
397,"I love the food here they have a great spread for their buffet. However I have never had the buffet so I wouldn’t comment on the taste, but the spread is definitely good cz I checked that out. I come here and order right out of the menu and over time have fallen in love with their Fish items from the grill section. I have had the Blackened salmon steak, Cilantro Fish and the Murrel Crust and have loved each one. However, if I had to pick one it would be the Salmon and that too would win by a very close margin. Apart from their fish I love their Spring Chicken and Chicken Confit as well. If you love grilled meat that is cooked delicately in continental cooking style, then this place should be on your list of restaurants to visit.

Coming to the ambiance, it’s minimalistic and chic. The staff is polite and warm. They have a Zomato gold offer on food, so that’s amazing because the food is a little on the pricier side. I definitely plan to have their buffet soon and will update this post accordingly.",4.0
398,Delicious and timely delivery! Dont miss the roomali shawarmas! Im on a business trip to hyderabad and this shawarma kept me company while I worked into the night.,3.0
399,"Ordered the paneer wraps, one with the cheese, and other with a tangy masala. N a paneer rice bowl too. Paneer treat to myself. The wraps were perfectly made, with the covering prepared well, and the stuffing was mixed well with the right amount of sauces and cheese, giving a juiciness to the wrap. The rice bowl was equally yummy. With rice being cooked well, fragrant with exotic herbs and spices giving a deep ochre n shades of olive green look to the dish. Overall a nice place to order from n worth the money. Recommended 😊",4.0
400,"The quality of food and drink was really good. What turned out to be the biggest let-down was the service. A few of the waiters are really ignorant. They look for bigger groups to serve and circle around them only. With much effort we got a waiter to come and take our order. After waiting for half an hour, we enquired only to find out that the waiter had not put in the order at all. We got a new waiter to whom we had to re-iterate the whole thing. Although the new waiter was really polite and helpful, but our experience was already ruined. So my humble request is, if you don't like to serve a smaller group, mention it outside and we will definitely avoid your restaurant.",3.0
401,Ordered butter naan.. Completely jalgayaaa and very very difficult to chew and eat.. Not at all goood...Panner makhani is also not al good..,2.0
402,"I ordered garlic bread and cheesy fries with lots of hope since it had a 4.0 rating in zomato but sadly it disappointed me to the core , the garlic bread was as small as good day biscuits and very hard to bite while the cheesy fries were very cold and not at all consumable!",3.0
403,"This is one good pub that can make your evening.
Went for my birthday, the food is good and so are the drinks, made better by zomato 2+2.

The music was good and had a great time dancing to the numbers DJ was playing.

Overall you will be satisfied and would want to stay longer.",5.0
404,"Have been here many times. I was a frequent at their madhapur branch since 2006. Its a quiet place and family friendly. The lift is old, dark and horrible. It feels it will breakdown, except that it doesn't. They tried installing another lift but that turned out to be scarier that the first one. Coming to the food. Its just okay. Nothing outstanding or too bad. Starters and Chicken items are usually good enough. Their tandoori chicken doesn't have breast portion. I couldn't understand the rationale behind it, its just leg, thigh and wings. And yes I don't know why they have downgraded their crockery. They serve curries in smaller household type steel bowls.",1.0
405,rava dosa was little hard,2.0
406,"Everything is Punjabi about this place. Be it food, music or ambience. The food would satisfy a palate craving the taste of the dhabas of Punjab. Makki ki roti te sarson ka saag and daal makhani are a must try!",5.0
